_id,count,dayWeek,days,hours
"{'day': 28, 'hour': 19}",117.0,7.0,28,19
"{'day': 28, 'hour': 20}",114.0,7.0,28,20
"{'day': 28, 'hour': 21}",107.0,7.0,28,21
"{'day': 28, 'hour': 22}",86.0,7.0,28,22
"{'day': 28, 'hour': 23}",88.0,7.0,28,23
"{'day': 29, 'hour': 0}",73.0,1.0,29,0
"{'day': 29, 'hour': 1}",61.0,1.0,29,1
"{'day': 29, 'hour': 2}",44.0,1.0,29,2
"{'day': 29, 'hour': 3}",26.0,1.0,29,3
"{'day': 29, 'hour': 4}",11.0,1.0,29,4
"{'day': 29, 'hour': 5}",10.0,1.0,29,5
"{'day': 29, 'hour': 6}",15.0,1.0,29,6
"{'day': 29, 'hour': 7}",13.0,1.0,29,7
"{'day': 29, 'hour': 8}",56.0,1.0,29,8
"{'day': 29, 'hour': 9}",81.0,1.0,29,9
"{'day': 29, 'hour': 10}",100.0,1.0,29,10
"{'day': 29, 'hour': 11}",142.0,1.0,29,11
"{'day': 29, 'hour': 12}",144.0,1.0,29,12
"{'day': 29, 'hour': 13}",131.0,1.0,29,13
"{'day': 29, 'hour': 14}",144.0,1.0,29,14
"{'day': 29, 'hour': 15}",153.0,1.0,29,15
"{'day': 29, 'hour': 16}",99.0,1.0,29,16
"{'day': 29, 'hour': 17}",121.0,1.0,29,17
"{'day': 29, 'hour': 18}",125.0,1.0,29,18
"{'day': 29, 'hour': 19}",96.0,1.0,29,19
"{'day': 29, 'hour': 20}",92.0,1.0,29,20
"{'day': 29, 'hour': 21}",67.0,1.0,29,21
"{'day': 29, 'hour': 22}",74.0,1.0,29,22
"{'day': 29, 'hour': 23}",59.0,1.0,29,23
"{'day': 30, 'hour': 0}",35.0,2.0,30,0
"{'day': 30, 'hour': 1}",24.0,2.0,30,1
"{'day': 30, 'hour': 2}",11.0,2.0,30,2
"{'day': 30, 'hour': 3}",10.0,2.0,30,3
"{'day': 30, 'hour': 4}",10.0,2.0,30,4
"{'day': 30, 'hour': 5}",12.0,2.0,30,5
"{'day': 30, 'hour': 6}",40.0,2.0,30,6
"{'day': 30, 'hour': 7}",54.0,2.0,30,7
"{'day': 30, 'hour': 8}",75.0,2.0,30,8
"{'day': 30, 'hour': 9}",56.0,2.0,30,9
"{'day': 30, 'hour': 10}",43.0,2.0,30,10
"{'day': 30, 'hour': 11}",49.0,2.0,30,11
"{'day': 30, 'hour': 12}",59.0,2.0,30,12
"{'day': 30, 'hour': 13}",52.0,2.0,30,13
"{'day': 30, 'hour': 14}",60.0,2.0,30,14
"{'day': 30, 'hour': 15}",50.0,2.0,30,15
"{'day': 30, 'hour': 16}",73.0,2.0,30,16
"{'day': 30, 'hour': 17}",93.0,2.0,30,17
"{'day': 30, 'hour': 18}",104.0,2.0,30,18
"{'day': 30, 'hour': 19}",115.0,2.0,30,19
"{'day': 30, 'hour': 20}",77.0,2.0,30,20
"{'day': 30, 'hour': 21}",79.0,2.0,30,21
"{'day': 30, 'hour': 22}",55.0,2.0,30,22
"{'day': 30, 'hour': 23}",47.0,2.0,30,23
"{'day': 31, 'hour': 0}",31.0,3.0,31,0
"{'day': 31, 'hour': 1}",10.0,3.0,31,1
"{'day': 31, 'hour': 2}",7.0,3.0,31,2
"{'day': 31, 'hour': 3}",6.0,3.0,31,3
"{'day': 31, 'hour': 4}",7.0,3.0,31,4
"{'day': 31, 'hour': 5}",10.0,3.0,31,5
"{'day': 31, 'hour': 6}",14.0,3.0,31,6
"{'day': 31, 'hour': 7}",43.0,3.0,31,7
"{'day': 31, 'hour': 8}",59.0,3.0,31,8
"{'day': 31, 'hour': 9}",41.0,3.0,31,9
"{'day': 31, 'hour': 10}",43.0,3.0,31,10
"{'day': 31, 'hour': 11}",51.0,3.0,31,11
"{'day': 31, 'hour': 12}",44.0,3.0,31,12
"{'day': 31, 'hour': 13}",61.0,3.0,31,13
"{'day': 31, 'hour': 14}",63.0,3.0,31,14
"{'day': 31, 'hour': 15}",69.0,3.0,31,15
"{'day': 31, 'hour': 16}",71.0,3.0,31,16
"{'day': 31, 'hour': 17}",76.0,3.0,31,17
"{'day': 31, 'hour': 18}",105.0,3.0,31,18
"{'day': 31, 'hour': 19}",116.0,3.0,31,19
"{'day': 31, 'hour': 20}",102.0,3.0,31,20
"{'day': 31, 'hour': 21}",88.0,3.0,31,21
"{'day': 31, 'hour': 22}",85.0,3.0,31,22
"{'day': 31, 'hour': 23}",53.0,3.0,31,23
